"No.","Time","Source","Source Port","Source Port","Destination","Destination Port","Destination Port","Protocol","Length","Flags","Sequence Number","Acknowledgment Number","Window","Type","Time to Live","Total Length","Code","Length","Info"
"193","0.201976","202.81.165.194","","2053","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2053  >  80 Len=1400"
"194","0.203026","88.82.107.210","","2054","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2054  >  80 Len=1400"
"195","0.204078","52.47.128.208","","2055","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2055  >  80 Len=1400"
"196","0.205129","179.69.108.10","","2056","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2056  >  80 Len=1400"
"197","0.206180","227.87.47.216","","2057","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2057  >  80 Len=1400"
"198","0.207232","187.115.31.198","","2058","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2058  >  80 Len=1400"
"199","0.208285","169.56.26.12","","2059","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2059  >  80 Len=1400"
"200","0.209336","96.155.68.69","","2060","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2060  >  80 Len=1400"
"201","0.210387","182.52.125.204","","2061","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2061  >  80 Len=1400"
"202","0.211438","224.31.6.96","","2062","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2062  >  80 Len=1400"
"203","0.212488","228.155.182.28","","2063","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2063  >  80 Len=1400"
"204","0.213540","0.253.26.25","","2064","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2064  >  80 Len=1400"
"205","0.214590","227.228.119.98","","2065","192.168.100.50","","80","UDP","1442","","","","","","64","1428","","1408","2065  >  80 Len=1400"
